Sentence,Sentiment
TR'nin heryerinden çekim gücünüz olsa ne yazar inetrnet üzerinden verilen cihaz siparişinin iptal işlemini 1 haftadır yapamadınız! Turkcell,olumsuz
Bursa'ya dair özlediğim tek şey de 20 mbps turkcell superonline fiberim olmuş. MİS.,olumlu
@gonuldyr bide turkcell' le bağlan hayat derler....????????,olumsuz
Turkcell'ebu sefer ana avrat sovucem diyerek aradim kadin sesiyle tahrik edip bide faturanin ustune ek paket kasti bana,olumsuz
Bizim şebeke neden sürekli kesiliyo Turkcell,olumsuz
@detroitlikizil hAlA karIn aGrIsI turkcell ????el deGiSimi sIkIntI. 4. gelip tUrkcell'i iSine alacak ve tatlI son,olumsuz
@zmennnnn turkcell superonline ile ilgili sorularınız için @superyardim hesabından destek alabilirsiniz.,olumlu
turkcell bana neden 5gb int hediye verdi Suan durup dururken ben Sok |12,notr
turkcell kafasIna gOre hediye internet yollayIp faturayI kitlemeseydi,olumsuz
#SRSRoot: TURKCELL TURKCELL T70 (Build: TURKCELL T70_V1.0.0B07) #Android  6.0.1 Now Supported for #Root at,notr
Turkcell'in öbür aya bırakmayı düşünüyorum,notr
turkcell tweet de de çok hızlıymış teşekkür ettim bütün şikayetlerimi hallettiler,olumlu
turkcell sim kart CalISmIyo ve deGiStirmek iCin gittiGim tim kapalI @turkcell kadar adi ve aSaGilik bir hat yok.gavurcell #pelikanbildirisi,olumsuz
eisagoge adam turkcell kullanıyor. telefonu her yerde çekiyor. huseyintarik,olumlu
turkcell ile uGraSmak = Cin iSkencesi,olumsuz
türkcell sahurdada yanımızda turkcell,olumlu
@fatihyagciresmi @tcellplatinum @turkcell turkcell turkcell zaten tr de diğer plartformlarin yurtdışı fiyatlarına konusturuyor,olumsuz
ders seCemiyorum turkcell neden denizde Cekmiyosun,notr
"I'm at Turkcell Global Bilgi in İstanbul, Türkiye w/ @ernemitt https://www.swarmapp.com/c/hZjJ9Cak3Yx",notr
fakirler hiC biriniz bilmiyonuzmu lan turkcell paket iptal etmeyi,notr
2.3 3 senedir..savcı soruşturmayı tamamlayamamış..ben mi suçluyum..ahım tuttu..işte..Turkcell mağdur benim..para öde diyorlar?!oldu canım?!,olumsuz
4g yi getircem diye boy boy reklam yapan turkcell sinirsiz internetimin hiz kitisini almasan ölecek misin? Siz gecin 4g ye alma ya almaa!!!,olumsuz
@VodafoneDestek @VodafoneTR arkadaş turkcell den kaçtık vodafone daha 2. aydan başladı kazıklamaya ayıp ek paket geçirmiş 6 lirayı 18 yazmış,olumsuz
"Merhaba Wolfteam Oyuncuları,Turkcell Mobil Ödeme Etkinliği başladı!Saat tam 16:00'dan itibaren Turkcell Mobil... http://fb.me/1oEfZWxgW",notr
ulan turkcell ben senın:(::(:(:( numara engellemesı bıle paralı ya saka mısın @Turkcell,olumsuz
"Kardeşim Turkcell'in yeni selocanlar reklamını gördükçe aaaa selocan bak seni çağırıyorlar diyor, delirmeli miyim",notr
@kaan_terzioglu bugün gördüğüm organizasyon sonrası şunu söyleyebilirim: turkcell bir dünya markası artık !! tebrikler iş ortağım...,olumlu
turkcell superonline baysi anadolu teknik işinizi eksik yaptınız.,olumsuz
Hem Türk Telekom hem de Turkcell üyesi olmak... İnsan daha nasıl yolunma heveslisi olabilir ki.,olumsuz
gerizekali turkcell,olumsuz
"size uyup turkcell'den vodafone'a geCtim sinyal kalitesi cem uzan zamanIndan beter, bu ne abv",notr
turkcell reklamını izlerken aglıycam resmen,notr
I'm at Turkcell Global Bilgi Edirne in Edirne https://www.swarmapp.com/c/kSOnTIIChhl,notr
Turkcell'in 3G hızında mysql i 2-3 dakika da indirme keyfff.,olumlu
"Iyi geceler Turkcell,iyi geceler sevgili tavan ve iyi geceler sevgili Twitter #offline",olumlu
Turkcell internet bilhassa akşam saatlerinde yerin dibinde sürünen internet. ...bu ne rezaletdir yaaa ...,olumsuz
Turkcell'li olmanın yararları beleşe sms ve internet geldi,olumlu
Turkcell oldum bende artık.  Ve numaralar gitti. Benim numaram kimde varsa arasın ??,notr
turk telekom'un mor renk temalı turkcell göndermeli reklam filmlerini çok acınası ve etik dışı buluyorum...,notr
Turkcell'in anneler günü çok güzel değil mi. İnsanın gözlerini dolduruyor.,olumlu
izmir için acil RT.Ankarada olan izmirde de olabilir.gündoğduda store'un yanında duran turkcell'in içinde sivil polis olabilir #direnizmir,notr
BiP Spor başlıyor. Programı her gün 13:00-14:00 arası Turkcell TV+ aplikasyonundaki Life Plus kanalında izleyebilirsiniz.,notr
"@turkcell paketiniz aktif, tutari charge edilir ama turkcelli bile arayamiyor olabilirsiniz!",olumlu
DISARI TURKCELL ŞAPKASIYLA ÇIKIP UZAYLIYA BENZEYEN 11-12 YAŞLARINDA ÇOCUK DESEMMM :ppp,olumsuz
"İdare edemem Turkcell, idare edemem",notr
Arkadaşlar handenin operatörü Turkcell,notr
#turkcell platinum müşterisi olmak gercekten mikemmel! Ama hala Turkcell beni sesimden tanır demek zorundayim.bi de bunu çözün.,olumlu
"benim telefonumda şifre yok.neden yok?çünkü özelim yok,okunmasından korktuğum mesajım yok,mesajımda yok zaten arada turkcell atıyor okadar",notr
Turkcell yurt genelinde 4G'ye geçmeye niyetleniyor. Benim hatlar kapsam dışı galiba. 2G ile sürünmeye devam. #OyumuKullandım,olumsuz
"Avea'ya geçip yıkılan paket yapasım var. Ama Turkcell'in de interneti hızlı, ikilemde kaldım.",olumlu
Turkcell Kac Ceker Bilmiyorum Ama Esmerler Cok Seker  ♡,notr
Aumtıtıtıtırırırıııı Aumtıtıtıtırırırıııı. (Bu bir Turkcell reklamı) Atın beni soğuk sulara.,notr
@YildizzTilbee Türksel Turkcell Trkcll??????,notr
"turkcell'e geçtim diye adamlar bana 3gb turbo internet verdi ya <3 :)) turkcell gözlerimi yaşartıyor bu aralar,şoşırdım.. :",olumlu
turkcell gnc ın son reklamı efsane olmus her ay ne kadar cok kazıklandıgımı unutarak ızlıyorum,olumlu
"Sevgili Turkcell salla kazandan 10000 dk verdin de ben pazar günü dönüyorum, 3-4 gb internet vereydin eyiydi",olumlu
ama ulasabildik mi hayir. neden turkcell den aradim sizi biliyor musunuz cunku sizin sebekeler cekmiyor @vodafonetr,notr
İlk defa bu ay Turkcell in internetinden sikayetci olmadım.,olumlu
"Turkcell çağrı merkezinde çalışıyorum diyen kıza, beni tanıyor musun ben de turkcelliyim dedim az önce.",notr
"Samsung Galaxy S5, Platinum ayrıcalıkları ve ön satışa özel 100 TL'lik hediye çeki ile Turkcell'de! http://bit.ly/S5tcell",notr
turkcell beni arar mısın,notr
Köye dogru çıktıkça Turkcell in çekim gücü azalıyo :D,olumsuz
Ekonomi Haberi: En Beğenilen Şirket Ödülü Yine Turkcell'in - Haberler http://fb.me/2T7mtXgZS,olumlu
turkcell bile mesaj atmaz oldu,notr
Tam 1 saattir inatla geçen yıl vodafone'a taşıdığım numaramın faturasını turkcell şubesinden yatırmaya çalışıyorum öyle bir dalgınlık,notr
Turkcell beni sevmiyor yaa :D,notr
"Her kontör yüklediğimde Turkcell'in coşup en az 10 tane kampanya bilgi mesajı atmasına hastayım. tam ""oo kanka kontör yapmışsın "" kafası.",olumsuz
Turkcell Şehrin göbeğinde internetin ve telefonun çekmediği mahrumiyet bölgesi.,olumsuz
Turkcell İstanbul Atakent gibi bir yerde telefon çekmiyor sen 4.5 G yi bırak uzaya çıksan ne yazar.Insanlari kandırmaya bırakın.,olumsuz
Turkcell gerçekten kullanıcılarına büyük avantajlar sağlıyor bugün bir kez daha bunu gördüm.,olumlu
Allah belanı versin turkcell,olumsuz
mehmetcik vakfi'na yardim icin: turkcell 2582'ye bagis yazip yollayabilirsiniz.,notr
"Sör bekle, Turkcell’lioğulları geliyor! http://t.co/iRTMa06N3V",notr
daha telefon çekmiyor siz 4.5 g diyorsunuz turkcell,olumsuz
I'm at Turkcell Çağrı Merkezi http://4sq.com/Vvzb4q,notr
turkcell candır,olumlu
"turkcell in 23 nisan reklamı güzel olmuş, bence dikkate değer sayın anne babalar :D",olumlu
turkcell farkIyla |37 |37,olumlu
Noldu yine bu internet hizina ya yine Turkcell cildirttiniz ama,olumsuz
@YildizzTilbee avea çekmiyor abla. turkcell al biraz pahalı biz orta gelirliler için ama sana dokunmaz,olumlu
Olum niye mesajlari biriktirip biriktirip birden yolluyosun turkcell 12 mesaj geldi bi anda :(,olumsuz
turkcell,olumsuz
Turkcell Enerji'nin kuruluşu tescil edildi,notr
Zemin katta full çeken operatör bulmuşum bırakır mıyım? Bırakmam teşekkürler Turkcell,olumlu
"Mesaj gelınce""Turkcell'dır o""deyıp acmaya bıle tenezzul etmıyorsan yanlızlıgın dıbıne vurmussun demektır...",olumsuz
Az önce turkcell reklamı izledim kız interneti daha hızlı olan erkeği seçiyor,notr
turkcell faturama surekli ekleme yapip beni magdur ediyorsunuz bu nasil musteri hizmeti anlayisi?,olumsuz
turkcell tam 20 yıldır iyi öpüyorsunuz herkese düzgün ınternet paketi verseniz ya 50 gb parasına 4 gb allahtan korkun,olumsuz
ttnetdestek ve ttnet turkcell in kablosuz 900kb/sn verdiği hizmeti sen kabloyla 50kb/sn veriyorsun. bu nasıl hizmet anlayışıdır.,olumlu
Turkcell rezalet! İstanbul'un ortasinda evimde telefon cekmiyor!!! Ve çözüm üretilmedi hala,olumsuz
6 7 senedir turkcell kullanıyorum ama allah belani versin haram zıkkım olsun verdiğim paralar,olumsuz
Turkcell Tim de çalışan bi arkadaşın yardımı lazım ...,notr
"Turkcell istanbulda %99,81 çekiyomuş. %0,19 u benim yattığım koltuk olsa gerek ?!",olumsuz
son gUnlerde turkcell Uzerine sosyal medya da yUrUtUlen karalama kampanyasIna katIlmadIGImI ve turkcell tUrkiye'nin en iyi operatOrU dUr.,olumlu
turkcell reklamının sonunda 10 sn'lik mükemmel sesin yeriiiiiimm muratboz sıcacık sesin ya büyülüyor insanı maşallah!!,notr
Turkcell iyi diyolar bende mi geçsem acaba,olumlu
Ulan paketin bitmiş 15dakikam boşa gitti. Haram olsun turkcell.,olumsuz
atman gereken mesajı turkcell atıyo aşkım sen uyu,notr
Turkcell amina koyim be,olumsuz
Cocuklara tecavUz edilmesine yataklIk eden ensar vakfIna destek vermekten vazgeCmediGi iCin turkcell kullanmayI bIraktIm. siz de bIrakIn.,olumsuz
turkcell aboneliğini iptal ettirecek yok mu benden başka?,olumsuz
Annesiz turkcell benimle tasak geciyo heralde dimi ? http://instagram.com/p/g3zvGhE2dY/,olumsuz
canım sıkılıyo dmden tel atın arıcam turkcell olsun fakarım,notr
turkcell ve vodafone sahurda kullanmak iCin 1 gb internet veriyormuS. 1gb yazIp 2582 gOndermeniz gerekiyormuS.,notr
Ulan turkcell bi paket yapana kadar öldüm??,olumsuz
"Fatura keseceğim, kesiyorum, kestim, aha fatura diye 40 kere mesaj ve mail atan Turkcell, manyak mısın çocuğum? Tek seferde anlıyorum.",olumsuz
turkcell hattImI an itibariyle iptal ettim. @yildizztilbee'nin sOzlerinin arkasIndayIm.,olumsuz
"kahrolsun çekmeyen turkcell, kahrolsun çekmeyen vodafone mobil modem !!!",olumsuz
Kız evden kaçıyo birisi ile evleniyo çocugu oluyo sonra babasına mms atıyo ve barışıyo hee oldu başka ne var turkcell,olumsuz
Bi hevesle baktığın mesajın turkcell'den gelmesi :(,olumsuz
ak_mecnunak 111psikolog turkcell turkcellhizmet eğer byle bşey varsa yarın ilk işim iki turkcell hattımı da kapatmk olur. ailem de dahil,olumsuz
Ben bu telefonu sadece turkcell in mesajlarini okumak için almadım yani almadılar bilmem aslında alabilirlerde,olumsuz
Turkcell çekiliş sonuçları 2014 http://ift.tt/Yc9z2w,notr
Koskoca Silivri de telefon çekmiyor. Turkcell burayı teğet geçtiyse demek ki.,olumsuz
Çekmeyen turkcell mi olur ya?! TurkcellHizmet,olumsuz
1 gb internet paketi yaptim 1 gb ek paket turkcell verdi 100 mb da sms paketinden geldi Oooo turkceeeeeeeeel,olumlu
"Yeni single'ımız ''I Don’t Want Cha'' TTnet Müzik, Turkcell Müzik,Avea Müzik servisleri üzerinden Türkiye'de yayında …",notr
"#turkcell internet= gunde 10 TL 1GB. Yetmiyorsa 1 senelik ayda 129 tl yerine 149 TL sozlesmeye zorlanmak. Kotuydun, cok kotu oldun Turkcell",olumsuz
"turkcell ablama ""eski günlerimizi çok özledik""diye mesaj atmış allahım yaaa",notr
@maGuneyy turkcell soysun sizi ahdhdj,olumsuz
Sanrım bugün turkcell bayisi oldum herkesin paketini ben yenilicem,notr
turkcell ile yapIlan anlaSma gereGi bagIs yazIp 4376'ya bir mesaj atarak onlara 10 tl katkIda bulunabilirsiniz.,notr
Turkcell salla kazan yine yapmiş ?,olumlu
"turkcell 8 aralıkta aldığımız hat hala açılmadı bırakın 4.5g yi daha 0,5 bile değil hızınız!!!!",olumsuz
"Avea odamda çekmiyo diye turkcell e geçtim turkcell de çekmiyo , odam dağ başı galiba",olumsuz
"Geçtiğimiz yıl Serdar Ortaç'ın bir şarkısını Turkcell'in ""ne bu çalan"" servisine dinlettim servisten hala cevap alamıyorum. Sanırım bozuldu.",olumsuz
Turkcell bana çok hızlı ve nazik bir dönüş yaptı. Eksikliği kabul etmek de bir büyüklük.,olumlu
Tabi kontör bitti turkcell gitti hadi kontörüm yokken de mesaj atsana noldu,olumsuz
Turkcell bide you tube hakkı yapsan ?,notr
O değilde bu aralar turkcell bile mesaj atmıyor gerisini siz düşünün artık.,olumsuz
turkcell reklami ders cikartilcak bi ornek olmus,olumlu
Benim onayım olmadan 4G aboneliğine geçişimi sağlayan turkcell benden onay aldın mı sebebi ne olabilir acaba ?…,olumsuz
Eyvallah Turkcell,olumlu
bugün 3 defa aradı turkcell yeter kardeşim açmıyorum,olumsuz
Çankırıspor -->YAZ -->8071'e GÖNDER --> 5 TL BAĞIŞ YAP TURKCELL-->AVEA-->VODAFONE Bir Kısa Mesaj'da Sen At Destek Ol. Gömülü resim için kalıcı bağlantı,notr
turkcell mUSteri hizmetlerinde ki kizla resmen telefonu kapatamadik en sonunda gulmeye basladik hahahah,notr
@tcellplatinum 19 mayIs diye sinema kampanyasInI iptal etmekte bUyUk iS.. zaten yeterince sorun yaSIyordum en kIsa zamanda bay bay turkcell,olumsuz
Tivibu’dan Sonra Turkcell de 5 FETÖ Kanalını Yayın listesinden çıkardı.Diger Platformlar Siz Neyi Bekliyorsunuz Gömülü resim için kalıcı bağlantı,olumlu
ben seni turkcell gibi her yerde çekemem. ????,notr
Sevgilim bana 250MB internet hediye etti :) seviyorum seni turkcell,olumlu
@YildizzTilbee turkcell ??,olumlu
"Cocuklar iCin kISIn en keyifli tatil aktivitesi ayrIcalIGI turkcell platinum'dan... haydi, kartalkaya'ya!",olumlu
http://turkcellmuzik.turkcell.com.tr/album/--/oy-verdik/K3Z2aS9DcVIwd0d4SWx6L0l5Z0h2dz09/--/sarkilar/oy-verdik/892489934/simdi-cal … #turkcellmuzik SATACAK ŞEY KALMAYINCA...SATACAKLAR BUNLAR BİZİ,olumlu
turkcell satış kanalları aylık toplamda 350 milyon ziyaretçi ağırlıyor #webrazzi #eticaret,notr
Turkcell beleşten smsler GB'lar dağıtıyo hayırdır inşallah,olumlu
Sevdiklerimle dakika yapmadan rahat rahat konusamazmiyim aq delirme beni turkcell,olumsuz
"Turkcell mesaj atmş hattınz için kredi kartınzdan otomatk ödeme talimatı verin diye.Hiç sordun mu acaba ""güzellik kredi kartın var mı?""diye.",olumsuz
bir sabah bOyle baslamali ; turkcell' den gelen 2 gb hediye ile :-)),olumlu
Çok teşekkürler turkcell ilk defa yüzümü güldüren bi operatör hizmeti aldım sayenizde Gencavercim Sağolsun ;) @Turkcell @TurkcellHizmet,olumlu
turkcell ile baglan hayata,olumlu
turkcell den avea aveadestek gectigim icin 1.000 kere pismanim 3g cekip hemen edge ye geciyor birde cok yatirim yaptik diyorlar reklamda..,olumlu
Bakiyeyemiz yok diyee aratmayan turkcell bakiyemiz oluncaa sorulacak hesaplarimizi nasil odersiniz bilmiyomm,olumsuz
turkcell sahur internet paketi yapımı ; turkcell operatörü için sahur yazıp 2222’ye gönderin.,notr
Turkcell'in telesekreterinin sesi bile daha güzel bırak sebeke sorununu :),olumlu
turkcell ben bi dolaşıp geleyim.,notr
Cekmeyen internet yapan turkcell sanada gUnaydIn,olumsuz
+ Alo polis mi ?- Evet buyrun ?+ Beni tehdit ediyorlar_ Kim neden ?+ Turkcell yükleme yapamazsınız hattinizikapatirim diyo,olumsuz
turkcell artIk gerCekten her gUn hatlarInI bIrakmak iCin yeni sebep veriyor !,olumsuz
az Once babamI turkcell ile pazarlIk yaparken yakaladIm......,notr
MarketCurrents: Turkcell Iletisim reports Q4 results  $TKC,notr
turkcell 4g |24 |24 |24 |24 |244gb dosyayI 25 dakikada indiriyor |24 |24 |24 |24 |24 |24,olumlu
@duymazvurdumm Bu süre zarfında internetsiz kalmamanız için Turkcell hattınız varsa size hediye 4 GB data tanımlamak isteriz.,notr
Turkcell in babannesi kaşar,olumsuz
"Kandırdın beni turkcell,her şey bitti",olumsuz
"turkcell blog'da en çok okunanlarda ilk sıraya çıkmışım, okumayan kalmasın:",notr
Turkcell internet 2-3 gündür çok yavaş!! Turkcell,olumsuz
"turkcellhizmet turkcell istanbul şişli eskişehir mah değirmen sok no:88 baz istasyonu hala çalışmıyor, servis yok bölgede! yazıklar olsun!",olumsuz
Turkcell Müzik Maratonu'nda ara jüri #GeleceğiYazanlar Merkezi'nde online görüşmeler ile gerçekleştiriliyor. http://t.co/swkbhUW9Ig,notr
Turkcell cocugum gibi masalah surekli parami yiyo,olumsuz
Internet hızına sokayım Turkcell,olumsuz
"I'm at Turkcell Ankara Plaza (Eskişehir yolu 9. km, Söğütözü, Ankara) http://4sq.com/sIs3bZ",notr
turkcell'le baGlan hayataaaa....,notr
sana galaxy ace alırız benimkinin bi' model düşüğü dememden 1 gün sonra turkcell'e gidip sözleşmeyle S4 mini alan annem online mı?,notr
Alayınız birleşse bi turkcell etmezsiniz,olumlu
Gencurkcell uygulamasina bile yavaş internetle giren Turkcell :(,olumsuz
turkcell piSmanlIktIr.,olumsuz
@SuperYardim @Kaan_Terzioglu @Turkcell Turkcell ve SOL tarafindan magdur edildim 1 aydir haksiz yere faturama yansiyan 360 tl iade edilmiyor,olumsuz
@otoayi @deckardben sahenk için sektörde turkcell yada turk telekomu alacak diye acayip bir dedikodu var.,olumsuz
"#fizy #TarkanLiveUs  Green Card'ım için, Turkcell için ve Tarkan için Amerika'ya gidilsin...",notr
"senin de doğum günün kutlu olsun turkcell, bu sefer üzdün ?",olumsuz
"yeni genel müdür kaan terzioğlu, turkcell’in 3 aylık bilançosunu paylaşarak hedeflerini anlattı. terzioğlu, ‘k...",notr
"@zgrDoan34 turkcell guzeldi bugun bi ara gordum hatta sewındım,pegasus var bendede 15.82 stop amma cıkıcak en kötü 16.44 üstünde kapansın...",olumlu
Turkcell 4G de 900 Mbps i denedigini Sureyya Ciliv ile acikladi. Ne zaman baslayacagini soylemedi.,notr
"evdeki ttnet bağlantısında adil kullanım, cepteki turkcell'in de aylık kotasına yaklaştığımda internet aşırı yavaşlıyor, kopuyor, kesiliyor.",olumsuz
Sabahın yedisinde kalkmışım ama internet yok neden çünkü internetimizin adı turkcell sorun olmasında napsın allah aşkına ???,olumsuz
Turkcell müthiş bişey,olumlu
"#Samsung S7 edge alıp çıkacağım (@ Turkcell Toprak İletişim in Hatay, İskenderun)",notr
Turkcell Hesabım uygulamasını kullanamayan bir ben miyim?  @TurkcellHizmet @Turkcell ???,notr
turkcell mUzik mUkemmele yaklaSmIS kalite ve kullanIlabilirlik aCIsIndan. seviyorum ulen.,olumlu
"Turkcell Müzik ücretsiz diye 1,29 'dan 70 şarkı indirdim ücret alındı düşmanımsın Turkcell",olumsuz
Okan Üniversitesi Hastanesi Turkcell'de! Yrd.Doç.Dr.Taner Kıvılcım Kansere karşı bilinçlendiriyor! Erken teşhis iç…,notr
"bitek turkcell musteri hizmetlerindeki serkan abi benimle kosulsuz konusuyor, yakinda ilk sen kapat diye kavga edicez ya aiiioooyyyyyy",olumlu
Hiçbir hat bir Turkcell olamaz.Bayramda mesaj atmasa da Twitterı bedava kullanıyoruz .Adamsın böyle kal.:),olumlu
"turkcell, gangnam style reklamıyla yine en kötü reklam yapma birinciliğini kimselere bırakmadı.",olumsuz
Turkcell Giresun İli Piraziz İlçesinde sinyal gücü çok zayıf ve 3g kullanılamıyor.,olumsuz
Turkcell Van İçin Türkiye Kumbarası: http://youtu.be/XWxPyavj0EU  @youtube aracılığıyla,notr
vay be turkcell'den 90 tl alacaklI cIktIm .dsakadsadsf,notr
Turkcell askım bana 50 tl kontor hediye etti tsk,olumlu
"son faturamıda ödeyelim bari dedim, ödedim, babamda şu turkcell bayisine uğrayıp bu kazıkladığı faturanın hesabını soralım dedi gidip >",olumsuz
turkcell cekmemistir benim cektigim kadar,notr
"Hiç kullanamadığım Vınn hattına, bundan 4 sene önce 200 küsür, 2012'de 57 TL borç çıkarıp, bunu şimdi bildirmek tam Turkcell çakallığı!",olumsuz
En yakın Turkcell Süper Online Şubeleri için sitemizi ziyaret edebilirsiniz.,notr
"Turkcell,ASELSAN’ın ana yüklenici olduğu,Netaş ve Argela ile birlikte geliştirdiği yerli baz istasyonları için sipariş görüşmelerine başladı",notr
turkcell yavrum taşşak mı geçiyorsun  elimdeki 6s amk neyini en güncel le değiştiricem https://t.co/nggo3ww7bo,olumsuz
"İyi geceler KK üyeleri, çok sinirliyim.Oparetörüm, hani şu Turkcell olan, kazıklamanın dibine vurdu. Bugün al... http://bit.ly/1GVLnQn",olumsuz
"Turkcell sallayan kazanıyor dedi salladık 1000 dk kazandık, onun yerine sallayıp sevgili göndersene Turkcellciğim ne yapcam ben bu dk'yı",notr
Turkcell insafa gelmiş yada benim netimi keseceğini unutmuş??,olumlu
"I'm at Turkcell Erzurum Plaza in Aziziye, Erzurum https://www.swarmapp.com/c/2cTB6SlktOX",notr
Turkcell kim sana niye özel kampanyalar yapıyo hemen siliyosun onu,notr
"Gelen kutum : Yaren , Hava durumu , Yaren , Moda , Turkcell , Yaren...",olumsuz
TWİTTER ESKİSİ GİBİ TURKCELL'LERE BEDAVA OLSUN :((:(::(,olumsuz
turkcell canIm 14 Subatta 14 gb internet verdi 14 saatliGine ne kadar romantikkk :^))))):::^^^^))),olumlu
Turkcell: Şahan Gökbakar Avea: Ata Demirer Vodafone: Şafak Sezer Türk Telekom: Cem Yılmaz,olumlu
@TurkcellHizmet Turkcell'e yeni geçenlere yaptığınız kampanyalar güzel ama neden 10 yıllık müşterilerinizi hiç düşünmezsiniz?,olumsuz
14 Subatta aldIGIm en gUzel hediye turkcell'den 15 gb internet |24 |06 |00 |00 |00,olumlu
"1 tl ama Turkcell'in en az 20 milyon abonesi var. herkesten 1 tl kesseler, 20 milyon tl yapar. muazzam bir meblağ.",olumsuz
Ya turkcell seninde ananı avradını yedi sülaleni köpek siksin amına koyım ya durmadan kontürlerimi alıyor !!!!,olumsuz
@alikareli turkcell bence. o yüzden tayyip kayyum atamaya çalışıyor,notr
"Turkcell, Avea, Vodafone reklamlarda birbirine, tatmın olamayınca da bıze geçiriyor sanırım.",olumsuz
"1 yeni mesaj ; ""Selam bebeğim... Şaka la şaka Turkcell ben, borcunu ödemezsen yarın hattını kapatıcaz. Paramızı ver.",olumsuz
turkcell sUperonline Uyesi olmak istiyenler vazgeCin.Cok piSman olursunuz,olumsuz
sadece turkcell avea vodofone 2 gb 2000dk 1000sms istiyen beğen yorum at msj at valla hi bedevaya  vercem,notr
İşler güçler ? (@ Turkcell Superonline Anadolu Teknik İletişim in İstanbul w/ @hepbirumut),notr
efsane reklam turkcell kim düşündüyse helal olsun,olumlu
Daha da turkcell de durmam,olumsuz
Oglum bu Turkcell in interneti supermis lan :),olumlu
Şirketlerin bana gönderdikleri reklam mesajlarından bıktım artık Turkcell,olumsuz
turkcell mUzik olmasa bedavaya mUzik dinleyemeceGim CUmkU Oyle bi yeteneGim yok listeleri kim hazIrlIyorsa eline saGlIk beleS mUzik kalp ben,olumlu
turkcell şehrin göbeğinde çekmiyor?!,olumsuz
@Kaan_Terzioglu bütün bankalarda kredinotum sıfırlanmış Bunun nedeni ben faturalarımıödememerağmen Finansbank'a Turkcell'denödemeyapılmaması,olumsuz
Lan Turkcell !,olumsuz
sizce turkcell kendi cihazlarInI Urettirmeye devam edecek mi? :),notr
Turkcell müzik backend api lerini açıyor.hayalinizdeki müzik uygulamanızı geliştirebilirsiniz !,notr
@turkcellhizmet yaklaSIk 1 senedir defalarca sizi aramama raGmen demetevler 359.cadde'de turkcell Cekmiyor! ankaranin en kalabalik semtinde,olumsuz
turkcell kim aramış uygulamasında ad ve soyad paylaşıyor ben şok :d,notr
10 gb oldu simdi de turkcell i love you biliyon demi ????????,olumlu
Samsung Galaxy Note 3 Size Uygun Taksit Seçenekleriyle - TURKCELL,notr
@GulucukEbucan @Khk_magduru86 turkcell e gıcığım,olumsuz
#TRTHaberdeYeniDönem Dur bir mesaj atalım da sevgilisinden zannetsin. |Turkcell|,olumsuz
Dailymotion - koçovali ve turkcell müşteri hizmetleri gülme garantili http://dai.ly/crf6w1  @dailymotionTR aracılığıyla,notr
#benimiCin14Subat israilin emrine giren turkcel'i bitiriyoruz. turkcell'i kiniyorz #turkcellhatlarImIzIiptalediyoruz,olumsuz
Turkcell'in son reklamı gerçekten alkışlanacak türde.Reklamı her izleyişimde çocuklardaki o içtenlik beni gülümsetiyor. :)),olumlu
Turkcell Global Bilgi/Aynur: Asgari ücret artışı sektörü etkiledi,notr
turkcellden ev kadınlarına tüp indirim mesaji :) daha ise başlamadım ya turkcell ev kadını sıfatını yapıştırdı bana :-),notr
"turkcell'in yIldIz tilbe'li klibinde bir allah'In kulu da SarkIyI ezberlememiS sanIyorum, aGIzlar baSka, SarkI baSka.",notr
Ve Turkcell'in rakamlarına ulaştım... ne ara bağlantı ücretiymiş kardeşim. Herkesin canına okumuş. Bunu düşürenler mutlu mudur acaba?,olumsuz
Malesef herkes turkcell'i degil jsjsjsn,olumlu
sms 14 tl olmuş. Turkcell'e saygılar..,olumsuz
turkcell den goller küpede :) :) çok iyi ya *,olumlu
turkcell kadar mesaj atsaydın şimdiye evliydik.,notr
"Turkcell, Güney Afrika: Turkcell, Güney Afrika Kaynak : http://www.habermuhabir.com  http://dlvr.it/1PBD5L",notr
"#bUtUnkalbimlediyorum #tUrktelekom allah belanI versin,tUm batIkaradeniz turu boyunca # turkcell cayIr cayIr Cekerkn bni ellere mahkum ettin",olumlu
"turkcell global bilgi istanbul, tUrkiye Sehrinde @filizerkuss @sceylan5834 ile birlikteyim",notr
hattı turkcell olan varsa mesaj atsın,notr
Aklıma takıldı da internet paketi bittiğinde turkcell reklamındaki gibi ağlayan var mıdır la,notr
Handenin hattı Turkcell ve şarjı bitiyor belkide bitti,notr
WhatsApp leş oldu turkcell bip kullanan var mı,notr
#CanakkaleyeyazIyorum turkcell sen yeniden yazilan tarihi agzina alma hadi sen tecavuzcu ensara yallah...,olumsuz
gençler paketiniz bitmediyse ve turkcell'iyseniz full yazıp 2222'ye gönderin paketinizin yarısı geri geliyo aşcösşxöf,notr
Uzaklarda ta satışa devam ?? — Turkcell Aktif A.Ş'dayım Uşak'ta https://t.co/SvSGJySZ0Y,olumlu
anneme hattı turkcell alma dedim gitmiş turkcell almış bravo anne bravo,notr
@srkn028 faturalarınızı turkcell hesabım üzerinden inceleyebilirsiniz.,notr
Bitmeyen fatura yapmışlar ömrüm sizi ödemekle geçiyor heleki Turkcell Allah senin belanı Tövbe Tövbe ya,olumsuz
net hızım 96kbps'ye nasıl düşer ya!! Tonla para veriyorum sana Turkcell . Aklıma geldikçe çıldırıyorum.,olumsuz
