Sentence,Sentiment
"Ekonomi sayfalarýnda 2011’de öne çýkan markalar belli oldu. Birinci THY, ikinci Turkcell, üçüncü Ziraat Bankasý oldu.",1
"hayýr bilgim yok, bende Turkcell internet üzerinden baðlanýnca da yazýyor.",3
superonline varya daha iyi,1
Bugün turkcell  mesaj atmadý.. Kesin baþkasý var... :'(,2
#hayatpaylasincaguzel peki turkcell de bizi gorecek mi?,3
Bugun superonline musteri hizmetlerindeki butun erkeklerle konustum hepsi canim cigerim kuzu sarmam biber dolmam :*,3
"Azim, Sabýr, Baþarý...",3
2 dakikada bir kesilen sevgili superonline beni çýldýrtma lütfen...,2
Sertap pop versiyonunu yapti zara&amp;kubat turku rock versiyonunu merakla bekliyorum kim yapar? Manga ? Hayko ?#turkcell hayat paylasimca guzel,3
Turkcell giriþim günlerinde sizin garip bir kiþi olduðunuzu düþündüðüm için üzgünüm. Fakat dün gece 02:30 da makalenizi okudm,3
ya ooof ne biliyim iste turkcell degil istee :D,3
"Ýstanbul'un göbeðinde, 2012'de, bizim evde Turkcell çekmiyor. Evet.",2
"Lütfen  yap bi iyilik.. Annemin doðumgünü bugün.. Aramazsam küser, hattým kapandý ödemedim dersem kýzar! Yarn ödicem sözzzz ;))",3
Konserden sonra Turkcell'in sayfasýnda direk Bitti Rüya çalmasý Turkcell'in ve hayatýn bize anca rüyanýzda görürsünüz deme tarzýdýr.,2
Turkcelle baðlan hayata diyorum ;))),1
Nasýl uyuycaksýn bu gece hýý ?!  Selocan derse doðrudur ama paylaþacak bir þey de kalamýþ baksana :/,3
Saat daha 10 beným smsým býttýý alacagýn olsun turkcell.................,2
Ýleri Duzey Proje Yonetimi Egitimi ( Turkcell Superonline Chicago Toplanti Odasi),3
Dusunuyorum dusunuyorum Turkcell'in faturami neden bu saatte yolladigina anlam veremiyorum...,2
0532 li bir numaradan aramanýn nedeni ne Turkcell? o kadar öksürüp sesimi açmýþtým. cani!,2
etiler turkcell subesi tarafindan tarafima hediye edilmistir... Bundan istiyosan turkcelle gidip azicik sevimli olmaya calis.,2
saol sana da :-),1
Bogazda deniz kenarinda bu turkcell in cekmemesine bir anlam veremiyorum yaa nedir buu,2
"gecenin 3 ünde hat kesilir mi beyefendiler?arama merkezini arayamýyorum, net þifremi hatrlamyorum, iletiþim algýnýz farklý.",2
"Bugün turkcell 'den msj gelmeyince musteri hizmetlerini arayýp ""hmm neyse sen mesgulsun galiba bye"" deyip kapattým",3
Bir Turkcell GSM þehrinde neler oluyor ? Eðitimindeyim. Baya olaylar oluyor durumlar fena :),2
Cok firsatcisin turkcell. Cokk,2
neden turkcelliler twitteri cepten kullanamýyorlaaarr :(,2
sorun tcell :)),2
"Bu Turkcell a.q yeter,yeter imdat kurtarýn beni ya!",2
30 Aralýk Cuma Saat 15.00 da canlý performansýyla Turkcell Muzikte,3
"Bizim gözümüzden onbaþýsýn demiÞ selocan,  SEN  BÝZÝM GÖZÜMÜZDE  ne baþý  OLDUÐUNUN FARKINDA MISIN  ACABA ?",3
Carrier IQ skandalý hakkýnda neden bir açýklama yapmýyorsunuz? RT yapalým lütfen. Zekeriya Beyaz,2
bence tweter sayesinde oldu...,3
"Oh bee sonunda telefonumun hatti acildi! Tesekkurler #turkcell, yilbasi ustu telefonsuz kalinmazdi",1
evet o.c tcell 10 aydir bole!,2
CBL Game Time : 18:00 THY - Turkcell,3
Konuyla ilgili gösterme bir destekle bazý kursiyerleri Turkcell abonesi yaptýktan hemen sonra desteðinizi çekmeniz size yakýþmadý!,2
"#vodafone icin Buyuk eksiklik. Apple urunlerinde kullanilmak uzere #turkcell online islem gibi bir app yapmadilar, yapamadilar.",1
1500 dklik konusma paketini 5 gunde bitirebiliyormusum. Turkcell nasilda salliyorr ya nasil bitebilir,2
"Ýnanýyorum telefonuma Turkcell dýþýnda birinden mesaj gelicek, gelmeli, noluur, turkcell dýþýnda herhangi birinden gelsin, lütfeen",3
aaa pinini de paylasmiss ::)))gsfgjkshgf anneme soyledim turkcell bulursam hallederim dedi ama pek umutlu degilim...,3
"pipeti aðzýna erotik götüren kýzlrdan 1inin baðlicaksn elini ayaýný taksim meydannda, allah ne verdiyse paylaþýcaksn.hayat paylaþýnca güzel.",3
"müþterisine sahip çýkmayan,yolunacak kaz gibi gören  sana ne desem az !",2
valla ben ayda bi deðiþtiriyodum artýk turkcel dur dedi izin vermiyo yýlda 3 hakkým varmýþ :DDD,3
36 saat geçti hala bekliyorum aranmayý illa 48 saat olmasý gereklimi çözüm merkezinin bana dönüþ yapmasý için çok merak ettim !?!?,2
turkcell can faturali canan:):),1
aýle operatorumuz turkcell :D,1
2 dakika icinde turkcell bana 10 tane msg attý allahtan bi smsle internet paketimiz bitti yani,2
"Read my response to ""Turkcell Super Online(Fiber Ýnternet) kullanan var mý? Nasýl sizce?"":",3
Mesajsa turkcell'dir. Arayansa annemdir. Çok yanlýzým :(,2
"Kiþiyi sesiyle algýlama olayý ne komik. Az önce 3 defa ""Turkcell beni sesimden tanýr."" demek zorunda kaldým.",2
iPhone paket aboneliginiz iptal edilmistir.  Ne demek,2
un çekim gücü turkcell'inkini geçmiþ! :),3
Bu Turkcell'de iyice uçtu amk  Yok 20 yükle 120 al 40 yükle 400 al Hesaplamalarýma Göre 30Bin TL Yüklesem þirketi üstüme yapacaklar,2
öðlen attýðým mesajlar þimdi iletiliyor.oha turkcell,2
Klozetin kapaðýný kaldýrmadan iþiyorum çünkü hayat paylaþýnca güzel.,3
ama sen ne çektin bu   dan.. Hala mý bir tepki yok.. Ýyi ki  liyim :( geçmiþ olsun.. Degistir artýk. Hakettiler..,1
...yada ceremesini ben çekiyorum. Sanýrým artýk 13 yýllýk Turkcell hizmetini deðiþtirme vakti geldi. Vadafone haklý galiba.. Pess....,2
#avea bize musteri sayini aciklasna hatta vodafone ve Turkcell'in mustri sayisini da acikla ama boyle bi reklamla acikla tabi aciklayabirsen,3
hayat paylasinca guzel ;))),1
#turkcell amacýn ne olum sapýðým oldun her gece her gece arayýp duruyosun ben de ciddi bi þekilde açýyorum efendim diye bi git allasen ya,2
Turkcell super online 20Mbps fiber internet.En iyisi.Eðer bulduðunuz çevrede varsa fiber internet alt yapýsý düþünmeyin bence.,1
Ne yapmýþ ya bu ?,3
30Liraya 62TL yukleyen turkcell tesekkurler :D,1
#WePromote RT Turkcell 4 Çeker ! - Orda Durumlar Nasýl Sertap ? ¦ + Tecavüze Uðradým hakan ama Olsunn .. Hayat P...,3
"aralik bitiyor, turkcell dergilik uygulamasinda hala kasim sayilari duruyor yeni diye. Yakismiyor turkcele hic",2
20 TL'mi 100 TL yapma turkcell yapma yeter amk yapma!,2
Bi Coca Cola bi de Turkcell zaten reklam iþini bilen,1
3-4 gün önce kontör yükledim  turkcell ogünden beri 25tane mesaj attý !!!!111!!1!1!!!!,2
Mobil de deðilde.. Pc Baþýnda olanlar profilde paylaþýn iyi olur yani sonuçta hayat paylaþýnca güzel ;),3
Ne saçma abi. Evdeki baðlantým Twitter ve Dropbox'a girmeme izin vermiyor. Superonline'ýn saçmalýðý mý?,2
Sahan'in oynadigi Turkcell indirimleri olan...,3
turkcell mi türkcell mi ? bugün bi yerde gördüm aklýma geldi :D uyuruz kalkarýz konuþuruz nasýl biþeyiz anlam veremedim :D,3
turkcell bu ya ne yaptýgý bellý olmaz,2
mevzu bahis bis olunca mecburen tcell,3
Iade odemelerinizi persembe gunleri yapiyorsunuz tamam odeyin de... Kacinci persembe oldu? Kayit tutun lutfen  #superonline,2
soðuk ama 1 sýcak kahveye ýsýnýrsýn hayat paylaþýnca güzel kahvemi paylaþabilirim seninle  &lt;3,1
"Bu  hesabini ergenler mi yonetiyordur nedir, kurumsal kimlik falan nerede?!",2
ayný zamanda özel de.. hayat paylaþýnca güzel lalalala la lala :p,1
askim nasil yollicaksin banaaa ? :D ben kendime yeni hat alirim turkcell daha iyi daha kolay,1
Kalite ortada #turkcellfestival,1
"Busefer kazanan ben oldum bak Turkcell.Aksam 9 sabah 6,120tl bedava vermissin.Hicte uyku saatim degil.Carcur ettik daha da edicez bil yani",1
"olmaz musteri sensin sen mail at gokcer.ozgur bu ne len:D tlfnla ara, veya DM at.",3
Hayýr Turkcell,3
Dostum durduk yerde 20 mb internetimi yedi turkcell. Yarýn gidip söyliycem düzeltmezlere aveaya gecýyorum.,2
Býzým elektrk supurgesýnýn cekým gucu yok ýyý ya yoksaaaaaa ! Býzým elektrk supurgemýz turkcell mý kullanýyo ?,3
""" Turkcell Superonline 1 Milyon Haneye Fiber Ýnterneti Taþýdý, Sabit Numara Taþýmada Lider Oldu.",1
Þuan tr de türkcell satýyo 1301 tl peþin piyasada 1600e kadar çýkabiliyo fiyatý :-))1199tl de ereyonda,3
"Superonline geç ;) Alt yapý varsa sizin oralarda bence fiber internet al, internet neymiþ görüceksin ;)",1
vay alçak turkcell,2
"Bu aralar turkcell bile mesaj atmiyor, o derece durum kötü",2
#turkcell çýk hayatýmdan.,2
"bir aydýr iptal etmeye çalýþtýðým paketi, böyle bi paketiniz bulunmayan diyen turkcell gene kazýðý çaktý biyerlerime...",2
"Coca cola ve Turkcell'in reklamlarýný ayný firma çekiyor sanýrým. Hep bir þarký, türkü havasý.",3
"Kurumsal hat kullanmak yerine bireysel faturalý ol daha iyi valla, bireysel faturalý olsaydým Turkcell'de simdi Samsung Galaxy Note almýstým",1
"""TESEKKURLER""   ;)",1
Oha telefonum bildiðin çekmiyor þuan Turkcell hayatýn yalan senin!,2
"Ibne turkcell, sesli mesaj var diye sms geliyo sesli mesaji dinlemek icin 50kurus veriyosun sesli mesaj turkcell'den, kimi sikiyosunuz?",2
#3kelimeyle2011 Benim kelimelerim: Nisantasinda Turkcell Cekmiyor!!!!,2
"maNga konseri, bugün saat 15:00'te canlý yayýnla  adresinde! Hayat müziði paylaþýnca güzel :)",1
Pazar gunlerý sanslý gunummuss turkcellýlerle bedava konuscakmýsýmm sagol varol turkcell  kahrol avea,1
Kahve dünyasý ile yaptýðýnýz kampanya süper hiç bitmesinnn:seviyorum seni turkcell):):),1
"Nasil ki Turkcell'e cevap yazamiyosak, boyle eski sevgililere de yazamamak gibi bi' uygulama olsa, hataya dusmesek, hayat bayram olsa falan.",3
Turkcell ÝK tek týkla turkcelli CV www.turkcellisimolurmusun.blogspot.com,3
atsan da turkcell reddeder çünkü telefonum kapalý.. :),3
olur mu! Turkcell'e geçen sene mustafa filminden dolayý açmýþtý ya unuttun mu?,3
platinum uyesiyim ve bugun dogumgunum!? hani benim divan pastam???,3
Bir e-posta ayari yapamayan Turkcell'in ben ......,2
Bendeniz #Turkcell e geçmiþ bulunuyorum.,1
#3kelimeyle2011 Gemicik altýncýk amerikacik,3
#Vodafone yeterince baþarýlý olabildi mi bilmiorum ama #Turkcell'den daha sinir bozucu reklam yapabilmekte epey baþarýlýlar  orasý net..,1
hadi ya :) burada gnctrkcll ile anca 5 lira o da ayda bir kullandýrýyo sinema turlarý düzenleyelim oraya :),3
abe ben nedem yaw sorun bende deðil superonline bekliyem :),1
Bizim burda Turkcell'de Turkcell çekmiyor daha ne olsun :D,2
turkcell diorm :D,1
Cocuk Turkcell deðil resmen ;) ama cok heveslenmistim,3
aynen bende sýrf býs yuzunden tcell kullanýyorum:),1
sana attigim msjlar gelmiyi turkcel bizi sevmii :D,2
e su tcell reklaminda bildigin baska araba on izgara degismis amblem eskisi gibi sadece kucuk kullanimis,3
turkcell müþteri hizmetleri mi yoksa vodafone mu kanka :D,3
þikayet kaydý açtýrýyorum 48 saat arayan arkadaþ 30 saniyede iþlemimi yapýyor.yine ayný þey oldu 48 saat daha..,2
Seni seviyorum Turkcell,1
Ýcim diþim Turkcell oldu Kubat yeter !!,2
#turkcellfestival Turkcell'in canlý konser için MODEL seçimi çok baþarýlý olmuþ!!! Þarký sözleri de sound da çok iyi. Aynen devam MODEL!,1
allahtan gencim ve turkcell'liyim :) eglenmenize sevindim,1
#turkcellfestival Harika Yorumlarýndan dolay model'e teþekkürler ve tabiki turkcell e :),1
bir sure once ben de ayni durumdaydim amac nedir bilniyorum:( sonra kesildi aramalar...,2
Brawo turkcell simdiden cekmiyor!,2
turkcell i ara söylüyorlar =),3
Bu Turkcell kadar da iþgüzarýný görmedim,2
"Biliyorum Turkcell beni tuketime kazandirmayi kafana koydun. Bedava smsler, bedava konusma dakikalari internet paketi falan.",1
hahaha yeni farkettim ben onu=))))plnekmn facei gnctrkcll gibi=))))),3
Tüketici haklarýna baþvur tabi sözleþmen senden yanaysa...,2
"Iphone 4S, yine tabi ki sadece Turkcell ile Türkiye'de.. 16.12.2011 tarihini bekleyin hayat teknolojiyi paylaþýnca güzel la la la la la la:)",1
"Sahan Gokbakarin oynadigi yeni Turkcell reklami baya iyi. Very sweet you, very beautiful",1
genc turkcel yeni bi kampanya baslatmis fbliler icin... Diyoki bi sktrgt :-),3
Bugün avea yarýn turkcell :) belli mi olur mesajlasacak birileri bizede mesaj olarak numarasýný atar :),3
Sevgilimizsin sanki ya,2
Turkcell 97 liraya veriyor...boþ verin aveayý Turkcellden alýn =),1
iPhone 4S'in kontratlý fiyatý Turkcell'den de geldi. 16 GB'lik modelin fiyatý 99 TL,3
bir kez daha turkcell superonline firmasýna lanet okuyorum rezil internet için  #superonline,2
"burçine msj gelmesiyle hepimz gözgöze gelir ,msj açýldýðýnda turkcell olduðunun görülmesi üzrine bakþlar annda bþka yöne çvrilr",3
"#Turkcell dün 4S'i lanse etti, bugün koca Bahariyedeki TIM'de telefon yok. Tcell daha TIM'lere stok göndermemiþ... Ne iþ yapar bu Turkcell??",2
"Eðitimciler arasýnda: Ahmet Misbah Demircan, Aziz Yeniay; Prof. Nilüfer Narlý, Kanal Ýstanbul proje mimarý Dr. Sinan Genim, Süreyya Ciliv...",3
turkcell elinden gelse hattý çýkartýp tekrar taksak para alýcak :-)),2
“ Bir sure stabil devam ettin ama su an sacmaliyorsun Turkcell,2
"2 tl için mesaj hakkýmý yenilemeyen Turkcell, bunu sana hiç yakýþtýramadým her ay paþa paþa 12 tl bayýlýyorum sana ne olur ki kýyak geçsen.",2
superonline'ýn yüksek hýzlý internetini baðlattýr TTnetten uzak dur,1
hayat paylaþýnca güzel la la la la la la.,1
"Ýyiki 20 mb net paketim kaldý, yollamadýðýn mesaj kalmadý turkcell",2
Pazarlama Ýlkeleri dersimize konuk olarak öðrencilerimize Dijital Pazarlama Ýletiþimi vizyonu katan   çok teþekkürler,1
"Sen VODAFONE Gibi ""Ani Yaþarken"" Ben Seni TURKCELL Gibi Her Yerde Çekemem... AVEA Gibi ""OH BE"" Der Giderim..((;",3
*Dur bi mesaj atýyýmda sevgilisinden geldi zannetsin eheheheh  -Turkcell,2
oha oha bi' arkadaþým gnctrkcll þifren var mý diye sordu yuh amk küçükken vardý o mc donalds'tan 1+1 ucuz menü yiyoduk,3
#YeniYilKararlarim bumesajý RTyapan tüm turkcell kullanýcýlarýna masaustu takvimi bizden...#benimutlueden #2012hayallerim,3
Dur bi mesaj atýyýmda sevdiðinden geldi sansýn. -Turkcell.,2
"kesinlikle cok iyi yapiyoruz! Ne demiþler, hayat paylaþýnca güzel :D aksam bissuru mama yicez Oley!",1
Bir Range Rover daha görürsem üstüne sýçacaðým turkcell den mi aldýnýz lan vodafon mu verdi,3
ganga superonline alsýn o yea :D,1
hayat paylasinca 4 ceker ortii:))),3
"Mesaj alamiyor,yaklasik 2haftadir mesajciklarimi goremiyorsam bu senden vazgececegim anlamina gelebilr Turkcell.Ne merem seymissin sen boyle",2
3G de herzaman heryerde hep problem var sevgili,2
"Beþ gündür Turkcell'den mesaj gelmiyordu... Bugün "" Seni çok özledim turkcell "" yazýp 2222'e gönderdim. - "" Kontör...",2
Büyük kuþ Türksel iþte... Utanmasa serçeyi de yiyecek. :)),2
O degilde türkcell hala beni bulupta 10 saniyede bir tweet atmadi bana bir aksilik var bu iste,2
Genc 600 paketimde 595 dk görünmesine raðmen krediniz yetersiz uyarsýyla karþýlaþýyorum. müþteri temsilcisiyle de görüþemiyorum.,2
onun aynýsýný bizede yaptýlar bu turkcel gerçekten dolandýrýcý yaaa  paket bitti madem haber ver demi ama,2
bu turkcell výnn ne ayak ya çek-mi-yoooooorrr sinir oldum peh,2
internet o kadar yavaþ ki premium account'dan download yaptýðým halde free user'dan bi farkým yok resmen #superonline,2
bu yarýþmayý kaçýrmayýn:) çok eðlenceli    yine süper bir yarþmayla hediyeler daðýtýyor:),3
"Kaç haftadýr aldýðým GSM ve 3G kursunun son haftasýnda, iþleri yerinde incelicez. Öðleden sonra Turkcell baz istasyonlarýndayýz",3
aaaa turkcell turkcell die yazilir türksel die okunur denizcim ne densizmisin sen de yaa :))),3
Sbh 07:30da $irkettin giri$inde elinde $ekerleriyle noel baba bizi kar$iladi:)Turkcell seni sevyorum,1
Biþi diyim mi sana Hayat uyuyunca güzel.. GN,3
"kubat'ýn sesini ilk duyduðumda turkcell reklamýnda ,yoo yoo dedim hayýr olamaz nil bu sadece fena halde faranjit olmuþ ve sesi kalýnlaþmýþ.,",3
#superonline yalan atmasanýz iyidi söz veriyosanýz tutmalýsýnýz isminiz çalýþanlarýnýz yüzünden zarar görüyor .,2
vodafone mu :/ ama herkes turkcell,1
135 gündür hattýma tl yüklemyiormuþum. Ben fakirim Turkcell affet.,2
Belki de de ilk kez size sonuna kadar katýlýyorm.Turkcell Acun ortaklýðý ne?Bütün gece 5 dakkada birTurkcell reklamý yayýnlanýyr,2
"Sabah vapurlarýnda ücretsiz daðýtýlan gazeteleri okuyanlar, 1 milyon kiþiye ulaþtý. Hayat okuduðunu paylaþýnca güzel :)",1
Eðer hattýnýz turkcell ise yalnýz deðilsiniz demektir. Yoksa hergün düzenli olarak kim mesaj gönderir.,2
"Benim Facebook'ta hesabim yok.. Twitter, Coca-Cola, Kopek, Kahve, Turkcell.. falan filan.. Haa bi de GS tabii :)))",3
“ Superonline beni sinir ettin ” aynen yaa deli oldum :s,2
Ýki biranýn verdiði hal ne güzel. Sarhoþ gibi deðil ama bi adam sen decilik bi boþvermiþlik bi hayat paylaþýnca güzelcilik. Evet.,1
"Malubiyete teselli yok mu? Hep kazanana odul! “ takiminizin alacagi her galibiyete 20TL,beraberliðe 12TL konuþma kazanabilirsiniz!",3
Nihayet temiz ve akýcý bir canlý yayýn izleyebiliyoruz. Tebrikler...,1
Bir SMS Bir Kitap Kampanyamiz devam ediyor Turkcell 5228'e yolluyacaginiz 1 sms cocuklara guzel bir kitaba donusuyor...,1
#turkcell bana kýyak geçmiþ sms paketim seneye kadar darlingler :D,1
"O 2sms de  e sadakamiz olsun,tesyevden daha cok ihtiyaci var belli ki",2
turkcell'in tersi pistir.,2
Eger bana ulasamayan varsa bunun nedeni  dir; is bilmezlikleridir,2
Kucukken tv kumandali saatlerdi okulda bize statu kazandiran. ( yasin turkcell iphone kuyrugundan bildirdi),3
ptesi gelsin de bi gnctrkcll yapayým o zaman:)),1
"Avea , Turkcell'i boþver de, Vodafone'u bile karþýna aliyorsun. 1 dünya devi. Helal! Arlandayýz!!!",3
"Kalp kalbe karþý, þimdi Superonline'ý aradým. Hizmet ve fiyat en iyi oradaymýþ.",1
turkcell internet sitesinde detayli aciklama var ordan bakabilirsin,1
"ya birakin su kampanya ayaklarini da 3G'nizi, istanbulun merkezinde telinizin cekmemesi sorunlarina yonelin!",2
"2011 icin en cok reklam veren listede ilk 6 da telekom olmayan tek sirket Ulker, muhtesem 5'li TT,Vodafone,Avea,Tcell ve TTNet ...",3
geriye çeker þimdi bu takýmý sallar geçeriz 4 tane :D,3
#BuKutudaNeVar haydi bul bul! gnctrkcll'den audi A1'i kap!,3
Ve turkcell'den aldýðým iPhone saðlýklý çalýþmýyor.daha söyleyecek cok þey var ama daha sonra söylerim,2
Ýþte insanýn þuan yavþamak için can attýklarý eski eski eski sevgilisi mesaj atar sen cevap veremezsin çünkü oçun hatta turkcell deðildir.,3
Lütfen gece 12 den sonra bana mesaj atmaktan vazgeç,2
"turkcell hattindan bana ""naber mal"" diye mesaj geldiði zaman.",2
Bu turkcell tam bi serefsizz heryerden bindiriyorlar yuhh yaa!,2
hayat paylaþýnca güzel:)))),1
tabi ki. hayat paylaþýnca güzel. bilhassa komiklikleri.,3
olur bir gün olur oda olur :)  gerçi bana turkcel beni acil ara diye mesaj atýyorlar hoþ ya hal hatýr soran yok,3
Rumara olayini hala anlayamadim ben :),3
turkcell in allah belasini versin. 540 tl geldi. Ne bicim paketleri var yoksa ben mi cok konusuyorum yaa,2
internet hizinda ttneti arattigin icin cok tesekkur ederim turkcell.,2
linkteki haber i okuyun ama sonuna kadar reklam tekniðin süper turkcell aðzýna sýçimmm,2
bu neya þimdi oldumu turkcell  yakýþtýmý sana :) srkn,2
o degilde Turkcell nasil sayfasini yurt disindakilere kilitlemis ona yaniyorum ;(,2
"Orada havalar nasýl Sertab? -Tecavüze uðradým hakan, ama hayat paylaþýnca güzel",3
"2011'de en çok hangi marka reklam verdi?    ilk 3 ayný sektor 1-Turkcell, 2-Vodafone, 3- TurkTelekom",1
biz formalite maçýný þampiyonlar liginde deðil türkcell süper ligde oynarýz:DDD,3
turkcell batmis :),3
kesinlikle. hayat paylaþýnca güzel (:,3
türksel bugün bildiðin taciz etti beni.5 dk rahat vermedi,2
O.ç. Turkcell 0.facebok'dan para alýyo.,2
TURKCELL kullansaydýn atardým sana ama turkcelli degilsin :P sözde TURKCELL de calsýyorusun :P,2
"Normalde küçük harflerle sms atan Turkcell'in, Fatura tutarý yada son ödeme tarihi bilgisi için attýðý smslerin büyük harfle olmasý.",2
turkcell vodafone bankacilik lisansi alirsa yanariz!,3
Cagatayi selocan yapip yanima vericeklerse geciyim turkcele ...,3
Evde telefonum çekmediðini anlatmak için mail attým. aradýk sizi ulaþamadýk diye cevap geldi:),2
Murpa cay reklamindan sonra psikolog destegi almaya karar verdim. Once turkcell sonra bu bakalim daha neler cikicak ?,2
"#turkcellesavasimvar ondan kurtulalý yýllar oluyor, yaþasýn özgürlük tavsiye edilir ;) ayrýca kalite palavralarýný da býraksýnlar",2
film ýzlýyordumm :( görmedim ve suan sinirlýyým turkcell oyalýyor hep beni,2
"Aynen benim abim Bingölde yapmýþtý askerliðini daðýn tepesi, orada bile çekiyormuþ Vodafone. TRCELL çekmiyormuþ :-)",2
Lanet olsun Turkcell faturami kontrol etmek fln istemiyorum.  Birak artik pesimi.,2
"20 saatte bir bayi açan, 2 saatte bir baz istasyonu diken ama bir türlü çekemeyen bir operatör varmýþ. Çok acýnasý çok.  büyüksün",1
"Keþke olsaydým ama önemli de bir iþim vardý. Turkcell borcum baþýma iþ açtý onunla uðraþtým,icra micra.",2
"Sayýn Baþkan,Organize san.Turkcell çaðrý merkezinin bulnduðu sokak yaz kýþ çamur.Gözünüzden kaçmýþ olabilr",3
Bütün arkadaþlarým Avea'ya geçiyor.Beðendin mi yaptýðýný Turkcell he beðendin mi ?  geçmeyin yýa :(,2
Bu gece saat 00.00'da mesaj atayýmda sevgýlýsý attý sansýn gerýzekalý -Turkcell,2
hayat paylaþýnca güzel :)),1
günaydýn selocan :),1
Ben zaten turkcell için baktým. turkcell'den vazgeçmem her türlü kaliteli bir ara vodafone kullandým ikinci hat yok asla..,1
"Ben subtta iphne alcm ""trkcel"" :)",1
"""183"" umarým bu rakamýn sonunda ""tl"" ibaresi yoktur :-) Turkcell deyince aklýma sadece fatura geliyor :-)",2
ben ariyorum rahat ol.hem de superonline deyim ben;),1
"he valla gectim. Niye ki lan? Turkcell iyi ya, avea apaci isi artik",1
Bi merhamet et gunde 167msj kýme yeter hadý býzý düþünmüosan alttan gelen neslimizi ergenlerýmýzý dusun ergenler msjsz kalmasýn:),2
turkcell de benim sesim uygulamasini kaldirisaniz cok mutlu olucam bu gune kadar sesimi hic tanitamadim hep wc da mi olalim,2
"ha o sebeple diyosuun, turkcell iyi ama baya",1
önce  in beni aramasý gerkiyormuþ :D bunu TÝM'de söylediler. gülsem mi aðlasam mý ne biçim hizmet anlayýþý ??? ekimden beri...,2
#bukutudanevar 'da ikinci soruya ait hediyeler sahiplerini buldu. Üçüncü soruya hazýr mýyýz arkadaþlar?,3
gördüðüm en iyi web sayfalarýndan...,1
Kontorum bitti diye turkcell 10 mesaj birden atti.Sakin ol sampiyon!,2
Oha yeni yüklediðim araba yarýsýný çok sevdim lan ilk defa hemen 10 arabadan 1.lige geçebildim azýcýk zor da olsa saðol turkcell!,1
Mobil imza için beni ararmýsýnýz Turkcell... Sisteminizde kayýtlýyýmdýr herhalde... :)),3
avea bile acikladi herturlu fiyat.  ve #vodafone dan tik yok,2
-Ýyi günler biz turkcell'den arýyoruz hakan uçarla mý görüþüyorum-hayýr ben deðilim-þöyle bi kampanyamýz ýýýhhhhýggýý ben daha sonra ulaþsam,2
butun cuma gunleri boyle olsa.. :)) Turkcell #pazarlamakonferansi - Charlene Li,1
Offf Turkcell daralttin beni ne bu ya hergün mesaj.Tamam anladýk tanýmadýðýmýz numaralardan gelen ödül kazandýnýz mesajarina itibar etmiycez,2
Çözüm varmý bizde hala superonline çözüm bulamadý :),2
""" Bahçeþehir Univ Tesekkurler.. Türkiye ye Deger Katanlar Ödülü Turkcell CEO Sureyya Ciliv'e..""",1
Bi uyarsaydýn hani turkcell! :s,2
Serlok'a gitmeye karar verdim.  Ayrica gnctrkcll kampanyasindan 1 bilet hakkim vardi ama vermedi cinebonus. Tekmisim. :/,3
"bebisiimmm gunlerdir arayamadim dk kontur fln bu turkcell yedi bitirdi beni ayin 20sine kadar aramaya kapandi, yrn aciliyo ama",2
turkcell e gel,1
"sesim kýsýldýý içn Turkcell beni sesimden tanýyamadý waaow, demek ki gerçekten güwenli de ben iþimi nasý halletcem?",2
Numaraný Turkcell'e taþýmanýn tam zamaný! 20 TL yükle aylýk her yöne 250 dakika bedava konuþma kazaniyorsun :) duyduk duymadik demeyin :D,1
#Turkcell’den #iPhone 4S Fiyatlarý!  #haberler #iphone4s #iphone4snekadar #kontratliiphone,3
"Radyo Kanaltürk Turkcell'den de Vodafone'dan da, Avea'dan da daha iyi çekiyor..",3
444'lü numaralarý aramanýn en ucuz yolu  THY ile 21.5 dakikalýk konuþma sadece 40 kuruþ tutmuþ :),1
#2011 de Turkcell'de kalmaya devam ettim mesela..,1
kabiliyet yoksunusun,2
"Kotanda 15 mb'ýn kalmasý nedir bilir misin ?Ýnsafsýz,adi Türkcell",2
"eeee RTE'ye mi özendi ne :P Avea'nýn saldýrgan reklam politikasý kötü, Vodafone ""bugün Turkcell'e yarýn bana"" diye þikayet etti ;)",3
geride kalan müzik aktivitelerinde çalýþtým bugünde evden internetten izlicem.çok merak ediyorum bu güzel proje nasýl görünüyo :),1
been diyorum turkcell e kedi atalým diyee,3
Turkcell'ýn maðaza mudurundende böyle bir cvp gelmesi gayet dogal tabýký.. =)),3
"Bu Turkcell kafayý mý yemiþ acaba? Hilton'da gece yapýyor personeline. Önce Duman'ý çýkarýyor, sonra Erol Büyükburç'u. Müsebbibi merak ettim",2
sendemi birütüsss yha :( türksel görünümlü þahin gitti kontürler :/,2
"numaramý Avea'ya taþýdým ama Turkcell o günden beri mesaj gönderip duruyor. bosuna ugrasma caným, sana dönmem bir daha :))",2
Serefsiz turkcell öl geber tamam mi,2
beni baðrýnýza bastýðýnýz için muck,1
"Bu Turkcell cok iyi lan.Durduk yere mesaj atýyor, kampanyalarýyla mutlu ediyor falan.Sevgilim gorup kýskanýr umarým.",1
"Bu Blackberry icin ne cok update geliyor ya! Belki benim wireless baglantim yok! Belki paketimi doldurdum, Turkcell yavaslatti hizimi!",2
Ýnternet aracýlýðýyla açýlan hiçbir uygulamayý kullanmadýðýma raðmen o bahaneyle her dakika bir kuruþumu söðüþlediðin için tþk(.d) Turkcell,2
